WI	The Old Fashioned	["American (Traditional)","Restaurants"]	1765
WI	Great Dane Pub & Brewing Co	["Bars","Food","Breweries","Pubs","Nightlife","American (New)","Restaurants"]	1352
WI	Graze	["American (New)","Restaurants"]	1151
