QC	Schwartz's	["Delis","Sandwiches","Restaurants"]	1129
QC	Les Deux Gamins	["Wine Bars","Bars","Nightlife","French","Restaurants"]	1100
QC	La Banquise	["Poutineries","Restaurants"]	846
