SC	Local Dish	["American (New)","Southern","Restaurants"]	390
SC	Culver's	["Food","Ice Cream & Frozen Yogurt","Fast Food","Restaurants"]	275
SC	The Flipside Cafe	["Breakfast & Brunch","Cafes","Southern","Restaurants"]	254
