NC	Panera Bread	["Soup","Sandwiches","Salad","Restaurants"]	2800
NC	Amélie's French Bakery	["Bakeries","Food","Breakfast & Brunch","Cafes","Restaurants"]	2637
NC	The Cowfish Sushi Burger Bar	["Burgers","Sushi Bars","Asian Fusion","Restaurants"]	2584
