MLN	The Blue Bear	["Breakfast & Brunch","Bars","Cafes","Nightlife","Restaurants"]	184
MLN	Ting Thai Caravan	["Thai","Restaurants"]	84
MLN	Hotel Chocolat Cafe	["Coffee & Tea","Food","Cafes","Chocolatiers & Shops","Specialty Food","Restaurants"]	83
