PA	Meat & Potatoes	["Steakhouses","American (New)","Restaurants"]	1500
PA	Primanti Brothers	["Nightlife","Bars","Sandwiches","Restaurants"]	1384
PA	Fat Heads Saloon	["American (Traditional)","Restaurants"]	1367
