NV	Earl of Sandwich	["Sandwiches","Restaurants"]	18023
NV	In-N-Out Burger	["Burgers","Fast Food","Restaurants"]	17566
NV	Hash House A Go Go	["Breakfast & Brunch","American (New)","Restaurants"]	15499
